Timestamp,TA46-0154 Building Electric Meter -2 Real Power Phase C,TA46-0154 Building Electric Meter -2 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 cumulative energy register 1,TA46-0154 Building Electric Meter -2 Reactive Power Phase C,"TA46-0154 Building Electric Meter -2 Total Real Power ",TA46-0154 Building Electric Meter -2 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Real Power Phase A,TA46-0154 Building Electric Meter -1 Cumulative Energy,TA46-0154 Building Electric Meter -1 cached Consumption,TA46-0154 Building Electric Meter -2 energy imported,TA46-0154 Building Electric Meter -1 Real Power Phase B,TA46-0154 Building Electric Meter -1 energy imported,TA46-0154 Building Electric Meter -1 Reactive Power Phase B,TA46-0154 Virtual Meters Total HVAC Power,TA46-0154 Building Electric Meter -2 cached Consumption,TA46-0154 Building Electric Meter -2 Real Power Phase A,TA46-0154 Building Electric Meter -1 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Voltage Phase C-N,TA46-0154 Building Electric Meter -2 Real Power Phase B,TA46-0154 Building Electric Meter -2 Voltage Phase C-N,TA46-0154 Building Electric Meter -1 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 Reactive Power Phase A,"TA46-0154 Building Electric Meter -1 Total Real Power ",TA46-0154 Building Electric Meter -2 cumulative elec energy,TA46-0154 Building Electric Meter -2 Reactive Power Phase A,TA46-0154 Building Electric Meter -1 Reactive Power Phase C,TA46-0154 Building Electric Meter -2 Consumption,TA46-0154 Building Electric Meter -1 Real Power Phase C,TA46-0154 Building Electric Meter -1 Consumption,TA46-0154 Building Electric Meter -2 Reactive Power Phase B
2021-05-23T12:50:00-06:00 Denver,"","","","","","","","","","","","","",9.9628460175831kW,"","","","","","","","","","","","","","","",""
2021-05-23T12:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:00:00-06:00 Denver,"","","","","","","","","","","","","",79.12358325999999kW,"","","","","","","","","","","","","","",33kWh,""
2021-05-23T13:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:15:00-06:00 Denver,"","","","","","","","","","","","","",79.15242952251704kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:25:00-06:00 Denver,"","","","","","","","","","","","","",9.699418189302433kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:30:00-06:00 Denver,"","","","","","","","","","","","","",73.71459577619466kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:45:00-06:00 Denver,"","","","","","","","","","","","","",73.68280890272618kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T13:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:00:00-06:00 Denver,"","","","","","","","","","","","","",73.72066737294365kW,"","","","","","","","","","","","","","",31kWh,""
2021-05-23T14:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:15:00-06:00 Denver,"","","","","","","","","","","","","",73.70264615083269kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:25:00-06:00 Denver,"","","","","","","","","","","","","",9.726911744319558kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:30:00-06:00 Denver,"","","","","","","","","","","","","",73.72994328695927kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:45:00-06:00 Denver,"","","","","","","","","","","","","",73.69238680999999kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:50:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-05-23T14:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:00:00-06:00 Denver,"","","","","","","","","","","","","",78.2223559486974kW,"","","","","","","","","","","","","","",34kWh,""
2021-05-23T15:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:10:00-06:00 Denver,"","","","","","","","","","","","","",10.331355325214357kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:15:00-06:00 Denver,"","","","","","","","","","","","","",76.25824826734747kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:30:00-06:00 Denver,"","","","","","","","","","","","","",85.17171896006022kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:45:00-06:00 Denver,"","","","","","","","","","","","","",74.07741284563302kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T15:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:00:00-06:00 Denver,"","","","","","","","","","","","","",83.9899953600602kW,"","","","","","","","","","","","","","",34kWh,""
2021-05-23T16:05:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:15:00-06:00 Denver,"","","","","","","","","","","","","",73.31583089041963kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:25:00-06:00 Denver,"","","","","","","","","","","","","",9.672283783080331kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:30:00-06:00 Denver,"","","","","","","","","","","","","",74.0392516600602kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:40:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:45:00-06:00 Denver,"","","","","","","","","","","","","",79.41396257851648kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T16:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:00:00-06:00 Denver,"","","","","","","","","","","","","",74.02952257851648kW,"","","","","","","","","","","","","","",37kWh,""
2021-05-23T17:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:15:00-06:00 Denver,"","","","","","","","","","","","","",74.05848343kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:30:00-06:00 Denver,"","","","","","","","","","","","","",75.8742385661639kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:40:00-06:00 Denver,"","","","","","","","","","","","","",9.707628543750001kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:45:00-06:00 Denver,"","","","","","","","","","","","","",74.44100014563301kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T17:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:00:00-06:00 Denver,"","","","","","","","","","","","","",74.40283896006021kW,"","","","","","","","","","","","","","",38kWh,""
2021-05-23T18:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:15:00-06:00 Denver,"","","","","","","","","","","","","",74.02952257851648kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:30:00-06:00 Denver,"","","","","","","","","","","","","",73.27513472kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:40:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:45:00-06:00 Denver,"","","","","","","","","","","","","",74.39310987851647kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T18:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:00:00-06:00 Denver,"","","","","","","","","","","","","",74.83652513849309kW,"","","","","","","","","","","","","","",39kWh,""
2021-05-23T19:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:15:00-06:00 Denver,"","","","","","","","","","","","","",73.29482001851648kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:20:00-06:00 Denver,"","","","","","","","","","","","","",12.359620000000001kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:30:00-06:00 Denver,"","","","","","","","","","","","","",73.62375300717675kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:45:00-06:00 Denver,"","","","","","","","","","","","","",73.65362091581365kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T19:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:00:00-06:00 Denver,"","","","","","","","","","","","","",88.48838962717674kW,"","","","","","","","","","","","","","",33kWh,""
2021-05-23T20:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:15:00-06:00 Denver,"","","","","","","","","","","","","",73.98371714147768kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:20:00-06:00 Denver,"","","","","","","","","","","","","",15.156088461653043kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:30:00-06:00 Denver,"","","","","","","","","","","","","",73.21426509426kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:45:00-06:00 Denver,"","","","","","","","","","","","","",73.25514706717675kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T20:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:00:00-06:00 Denver,"","","","","","","","","","","","","",72.46952525425999kW,"","","","","","","","","","","","","","",32kWh,""
2021-05-23T21:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:15:00-06:00 Denver,"","","","","","","","","","","","","",72.43806960427983kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:30:00-06:00 Denver,"","","","","","","","","","","","","",72.42743347999999kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:45:00-06:00 Denver,"","","","","","","","","","","","","",72.42743347999999kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T21:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:00:00-06:00 Denver,"","","","","","","","","","","","","",72.40593406140984kW,"","","","","","","","","","","","","","",30kWh,""
2021-05-23T22:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:15:00-06:00 Denver,"","","","","","","","","","","","","",73.19337038428338kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:30:00-06:00 Denver,"","","","","","","","","","","","","",73.18280944427984kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:45:00-06:00 Denver,"","","","","","","","","","","","","",73.17217332kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T22:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:00:00-06:00 Denver,"","","","","","","","","","","","","",72.44863054428338kW,"","","","","","","","","","","","","","",32kWh,""
2021-05-23T23:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:15:00-06:00 Denver,"","","","","","","","","","","","","",72.64397101274956kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:30:00-06:00 Denver,"","","","","","","","","","","","","",72.94394634968194kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:45:00-06:00 Denver,"","","","","","","","","","","","","",73.12875793892186kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-23T23:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:00:00-06:00 Denver,"","",NA,"","","",NA,"","","",NA,"",NA,76.88859878796396kW,"","",NA,NA,"","",NA,NA,NA,"","",NA,"",NA,31kWh,""
2021-05-24T00:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:15:00-06:00 Denver,"","","","","","","","","","","","","",73.17308003038254kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:20:00-06:00 Denver,"","","","","","","","","","","","","",9.669590095790113kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:30:00-06:00 Denver,"","","","","","","","","","","","","",73.18091272855351kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:45:00-06:00 Denver,"","","","","","","","","","","","","",73.17584798079689kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T00:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:00:00-06:00 Denver,"","","","","","","","","","","","","",73.1749192812528kW,"","","","","","","","","","","","","","",30kWh,""
2021-05-24T01:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:15:00-06:00 Denver,"","","","","","","","","","","","","",73.17391502999999kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:30:00-06:00 Denver,"","","","","","","","","","","","","",73.17983269066323kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:45:00-06:00 Denver,"","","","","","","","","","","","","",73.24897892477068kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:50:00-06:00 Denver,"","","","","","","","","","","","","",9.884546096095006kW,"","","","","","","","","","","","","","","",""
2021-05-24T01:55:00-06:00 Denver,"","","","","","","","","","","","","",9.9567367573888kW,"","","","","","","","","","","","","","","",""
2021-05-24T02:00:00-06:00 Denver,"","","","","","","","","","","","","",73.51127097520417kW,"","","","","","","","","","","","","","",29kWh,""
2021-05-24T02:05:00-06:00 Denver,"","","","","","","","","","","","","",10.359182738676042kW,"","","","","","","","","","","","","","","",""
2021-05-24T02:10:00-06:00 Denver,"","","","","","","","","","","","","",10.110549375000002kW,"","","","","","","","","","","","","","","",""
2021-05-24T02:15:00-06:00 Denver,"","","","","","","","","","","","","",72.39507117716683kW,"","","","","","","","","","","","","","","",""
2021-05-24T02:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T02:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-24T02:30:00-06:00 Denver,"","","","","","","","","","","","","",72.96216793158055kW,"","","","","","","","","","","","","","","",""
